Basis set,Reference,Target,APDFT$n$,Bond length,"$|\Delta  ho|$",$E^{	ext{APDFT}}$,$ E^{	ext{T[R]}}$,$E^{	ext{CCSD}}$,$|\Delta E_{	ext{APDFT}}|$,$\Delta E_{	ext{trunc}}$,$\Delta E_{	ext{BS}}$
def2-TZVP,CO,LiNa,3,2.1,9.043256513637964,-168.55915877858342,-167.886899054665,-168.993764589247,0.4346058106635837,-0.6722597239184154,1.106865534581999
def2-TZVP,CO,LiNa,4,2.1,9.043256513637964,-167.2537713059325,-167.886899054665,-168.993764589247,1.7399932833145044,0.6331277487325053,1.106865534581999
def2-TZVP,CO,LiNa,5,2.1,9.043256513637964,-167.50184609888424,-167.886899054665,-168.993764589247,1.4919184903627638,0.3850529557807647,1.106865534581999
def2-TZVP,CO,LiNa,1,2.2,9.112961526094082,-139.9670015432412,-167.930858907152,-169.044038837543,29.077037294301817,27.96385736391079,1.113179930391027
def2-TZVP,CO,LiNa,2,2.2,9.112961526094082,-169.06422738285514,-167.930858907152,-169.044038837543,0.02018854531212355,-1.1333684757031506,1.113179930391027
def2-TZVP,CO,LiNa,3,2.2,9.112961526094082,-168.6507040861753,-167.930858907152,-169.044038837543,0.39333475136771767,-0.7198451790233094,1.113179930391027
def2-TZVP,CO,LiNa,4,2.2,9.112961526094082,-167.2222432459652,-167.930858907152,-169.044038837543,1.8217955915778248,0.7086156611867978,1.113179930391027
def2-TZVP,CO,LiNa,5,2.2,9.112961526094082,-167.45719098263802,-167.930858907152,-169.044038837543,1.5868478549049883,0.4736679245139612,1.113179930391027
def2-TZVP,CO,LiNa,1,2.3,9.173311453780329,-139.82368520582025,-167.96494040303,-169.083582033903,29.25989682808276,28.141255197209745,1.1186416308730145
def2-TZVP,CO,LiNa,2,2.3,9.173311453780329,-169.17378680624563,-167.96494040303,-169.083582033903,0.09020477234261648,-1.208846403215631,1.1186416308730145
def2-TZVP,CO,LiNa,3,2.3,9.173311453780329,-168.73453413895433,-167.96494040303,-169.083582033903,0.3490478949486828,-0.7695937359243317,1.1186416308730145
def2-TZVP,CO,LiNa,4,2.3,9.173311453780329,-167.1711573171036,-167.96494040303,-169.083582033903,1.9124247167994213,0.7937830859264068,1.1186416308730145
def2-TZVP,CO,LiNa,5,2.3,9.173311453780329,-167.40300566141477,-167.96494040303,-169.083582033903,1.6805763724882468,0.5619347416152323,1.1186416308730145
def2-TZVP,CO,LiNa,1,2.4000000000000004,9.221664282707762,-139.68579518805,-167.991164104807,-169.115063199089,29.429268011039,28.305368916757004,1.1238990942819953
def2-TZVP,CO,LiNa,2,2.4000000000000004,9.221664282707762,-169.27577716519858,-167.991164104807,-169.115063199089,0.16071396610956867,-1.284613060391564,1.1238990942819953
def2-TZVP,CO,LiNa,3,2.4000000000000004,9.221664282707762,-168.8113510950248,-167.991164104807,-169.115063199089,0.30371210406420346,-0.8201869902177918,1.1238990942819953
def2-TZVP,CO,LiNa,4,2.4000000000000004,9.221664282707762,-167.10439688509896,-167.991164104807,-169.115063199089,2.0106663139900434,0.8867672197080481,1.1238990942819953
def2-TZVP,CO,LiNa,5,2.4000000000000004,9.221664282707762,-167.35670691100097,-167.991164104807,-169.115063199089,1.758356288088038,0.6344571938060426,1.1238990942819953
def2-TZVP,CO,LiNa,1,2.5,9.261648514520827,-139.5537183197177,-168.011116173707,-169.140484206593,29.5867658868753,28.457397853989306,1.129368032885992
def2-TZVP,CO,LiNa,2,2.5,9.261648514520827,-169.37128943248663,-168.011116173707,-169.140484206593,0.23080522589364705,-1.3601732587796391,1.129368032885992
def2-TZVP,CO,LiNa,3,2.5,9.261648514520827,-168.88132810320374,-168.011116173707,-169.140484206593,0.25915610338924466,-0.8702119294967474,1.129368032885992
def2-TZVP,CO,LiNa,4,2.5,9.261648514520827,-167.02771598546394,-168.011116173707,-169.140484206593,2.112768221129045,0.9834001882430528,1.129368032885992
def2-TZVP,CO,LiNa,5,2.5,9.261648514520827,-167.34262226124468,-168.011116173707,-169.140484206593,1.797861945348302,0.6684939124623099,1.129368032885992
def2-TZVP,CO,LiNa,1,2.6,9.294487851436305,-139.4276031366749,-168.026167604291,-169.161343050376,29.7337399137011,28.598564467616114,1.135175446084986
def2-TZVP,CO,LiNa,2,2.6,9.294487851436305,-169.46101910231067,-168.026167604291,-169.161343050376,0.29967605193468216,-1.4348514980196683,1.135175446084986
def2-TZVP,CO,LiNa,3,2.6,9.294487851436305,-168.94412189821458,-168.026167604291,-169.161343050376,0.21722115216141447,-0.9179542939235716,1.135175446084986
def2-TZVP,CO,LiNa,4,2.6,9.294487851436305,-166.94956335978088,-168.026167604291,-169.161343050376,2.211779690595108,1.076604244510122,1.135175446084986
def2-TZVP,CO,LiNa,5,2.6,9.294487851436305,-167.38828790366094,-168.026167604291,-169.161343050376,1.773055146715052,0.6378797006300658,1.135175446084986
def2-TZVP,CO,LiNa,1,2.7,9.315818013608535,-139.30747102725056,-168.037551886129,-169.178756558808,29.871285531557447,28.730080858878438,1.1412046726790095
def2-TZVP,CO,LiNa,2,2.7,9.315818013608535,-169.5453557378336,-168.037551886129,-169.178756558808,0.3665991790255987,-1.5078038517046082,1.1412046726790095
def2-TZVP,CO,LiNa,3,2.7,9.315818013608535,-168.99878103267807,-168.037551886129,-169.178756558808,0.17997552612993672,-0.9612291465490728,1.1412046726790095
def2-TZVP,CO,LiNa,4,2.7,9.315818013608535,-166.8828741707054,-168.037551886129,-169.178756558808,2.295882388102598,1.1546777154235883,1.1412046726790095
def2-TZVP,CO,LiNa,5,2.7,9.315818013608535,-167.5229085953041,-168.037551886129,-169.178756558808,1.655847963503902,0.5146432908248926,1.1412046726790095
def2-TZVP,CO,LiNa,1,2.8,9.338427886539058,-139.19320551950537,-168.046320662561,-169.193553615986,30.00034809648062,28.853115143055618,1.1472329534250036
def2-TZVP,CO,LiNa,2,2.8,9.338427886539058,-169.62408588576906,-168.046320662561,-169.193553615986,0.4305322697830718,-1.5777652232080754,1.1472329534250036
def2-TZVP,CO,LiNa,3,2.8,9.338427886539058,-169.04384132572662,-168.046320662561,-169.193553615986,0.14971229025937305,-0.9975206631656306,1.1472329534250036
def2-TZVP,CO,LiNa,4,2.8,9.338427886539058,-166.8492595726757,-168.046320662561,-169.193553615986,2.344294043310299,1.1970610898852954,1.1472329534250036
def2-TZVP,CO,LiNa,5,2.8,9.338427886539058,-167.76037324800305,-168.046320662561,-169.193553615986,1.433180367982942,0.2859474145579384,1.1472329534250036
def2-TZVP,CO,LiNa,1,2.9000000000000004,9.345011453995333,-139.0845439325516,-168.053287378832,-169.206345927078,30.12180199452638,28.9687434462804,1.1530585482459799
def2-TZVP,CO,LiNa,2,2.9000000000000004,9.345011453995333,-169.69597087435693,-168.053287378832,-169.206345927078,0.4896249472789407,-1.6426834955249205,1.1530585482459799
def2-TZVP,CO,LiNa,3,2.9000000000000004,9.345011453995333,-169.0789645297488,-168.053287378832,-169.206345927078,0.12738139732920217,-1.0256771509167777,1.1530585482459799
def2-TZVP,CO,LiNa,4,2.9000000000000004,9.345011453995333,-166.88713349505483,-168.053287378832,-169.206345927078,2.319212432023164,1.1661538837771843,1.1530585482459799
def2-TZVP,CO,LiNa,5,2.9000000000000004,9.345011453995333,-168.06038975980107,-168.053287378832,-169.206345927078,1.1459561672769212,-0.007102380969058686,1.1530585482459799
def2-TZVP,CO,LiNa,1,3.0,9.356783185291727,-138.9811177177605,-168.059026093905,-169.217581570825,30.236463853064492,29.077908376144507,1.158555476919986
def2-TZVP,CO,LiNa,2,3.0,9.356783185291727,-169.75819862252123,-168.059026093905,-169.217581570825,0.5406170516962447,-1.6991725286162307,1.158555476919986
def2-TZVP,CO,LiNa,3,3.0,9.356783185291727,-169.11024040390734,-168.059026093905,-169.217581570825,0.10734116691764939,-1.0512143100023366,1.158555476919986
def2-TZVP,CO,LiNa,4,3.0,9.356783185291727,-167.0603713283843,-168.059026093905,-169.217581570825,2.157210242440698,0.9986547655207119,1.158555476919986
def2-TZVP,CO,LiNa,5,3.0,9.356783185291727,-168.21684975309444,-168.059026093905,-169.217581570825,1.0007318177305535,-0.15782365918943242,1.158555476919986
def2-TZVP,CO,LiNa,1,3.1,9.361848794686328,-138.8822332270317,-168.063917159953,-169.227585631786,30.345352404754323,29.181683932921317,1.163668471833006
def2-TZVP,CO,LiNa,2,3.1,9.361848794686328,-169.80580904101694,-168.063917159953,-169.227585631786,0.5782234092309295,-1.7418918810639354,1.163668471833006
def2-TZVP,CO,LiNa,3,3.1,9.361848794686328,-169.16224990006307,-168.063917159953,-169.227585631786,0.06533573172293927,-1.0983327401100667,1.163668471833006
def2-TZVP,CO,LiNa,4,3.1,9.361848794686328,-167.44410487297463,-168.063917159953,-169.227585631786,1.783480758811379,0.6198122869783731,1.163668471833006
def2-TZVP,CO,LiNa,5,3.1,9.361848794686328,-167.65245512817788,-168.063917159953,-169.227585631786,1.5751305036081362,0.4114620317751303,1.163668471833006
def2-TZVP,CO,LiNa,1,3.2,9.365799758299588,-138.7863351922724,-168.068205470481,-169.236591334465,30.450256142192615,29.2818702782086,1.168385863984014
def2-TZVP,CO,LiNa,2,3.2,9.365799758299588,-169.8328214181761,-168.068205470481,-169.236591334465,0.5962300837111059,-1.7646159476951198,1.168385863984014
def2-TZVP,CO,LiNa,3,3.2,9.365799758299588,-169.29390749164637,-168.068205470481,-169.236591334465,0.057316157181361405,-1.2257020211653753,1.168385863984014
def2-TZVP,CO,LiNa,4,3.2,9.365799758299588,-168.04374144884625,-168.068205470481,-169.236591334465,1.192849885618756,0.02446402163474204,1.168385863984014
def2-TZVP,CO,LiNa,5,3.2,9.365799758299588,-165.31566922155918,-168.068205470481,-169.236591334465,3.920922112905828,2.752536248921814,1.168385863984014
def2-TZVP,CO,BeNe,1,1.3,5.322218678680515,-129.71118333752335,-141.139010310906,-141.527863568843,11.816680231319651,11.42782697338265,0.38885325793700076
def2-TZVP,CO,BeNe,2,1.3,5.322218678680515,-141.2532014520712,-141.139010310906,-141.527863568843,0.2746621167717933,-0.11419114116520745,0.38885325793700076
def2-TZVP,CO,BeNe,3,1.3,5.322218678680515,-141.2454103921038,-141.139010310906,-141.527863568843,0.2824531767392102,-0.10640008119779054,0.38885325793700076
def2-TZVP,CO,BeNe,4,1.3,5.322218678680515,-141.10962992307697,-141.139010310906,-141.527863568843,0.41823364576603694,0.02938038782903618,0.38885325793700076
def2-TZVP,CO,BeNe,5,1.3,5.322218678680515,-141.12438326708258,-141.139010310906,-141.527863568843,0.4034803017604247,0.014627043823423946,0.38885325793700076
def2-TZVP,CO,BeNe,1,1.4000000000000001,5.473850340348484,-129.98834933786273,-141.601226371964,-142.012621531817,12.02427219395426,11.612877034101274,0.4113951598529866
def2-TZVP,CO,BeNe,2,1.4000000000000001,5.473850340348484,-141.73743573319186,-141.601226371964,-142.012621531817,0.27518579862513093,-0.13620936122785565,0.4113951598529866
def2-TZVP,CO,BeNe,3,1.4000000000000001,5.473850340348484,-141.71174967077877,-141.601226371964,-142.012621531817,0.3008718610382175,-0.11052329881476908,0.4113951598529866
def2-TZVP,CO,BeNe,4,1.4000000000000001,5.473850340348484,-141.56473380246436,-141.601226371964,-142.012621531817,0.44788772935262955,0.03649256949964297,0.4113951598529866
def2-TZVP,CO,BeNe,5,1.4000000000000001,5.473850340348484,-141.5847734617386,-141.601226371964,-142.012621531817,0.4278480700783973,0.016452910225410733,0.4113951598529866
def2-TZVP,CO,BeNe,1,1.5,5.610400695631139,-130.15496060199757,-141.93355127972,-142.368133978256,12.213173376258425,11.778590677722434,0.43458269853599063
def2-TZVP,CO,BeNe,2,1.5,5.610400695631139,-142.0911179314956,-141.93355127972,-142.368133978256,0.2770160467603944,-0.15756665177559626,0.43458269853599063
def2-TZVP,CO,BeNe,3,1.5,5.610400695631139,-142.0478220772604,-141.93355127972,-142.368133978256,0.32031190099559126,-0.11427079754039937,0.43458269853599063
def2-TZVP,CO,BeNe,4,1.5,5.610400695631139,-141.8891198437755,-141.93355127972,-142.368133978256,0.4790141344805079,0.04443143594451726,0.43458269853599063
def2-TZVP,CO,BeNe,5,1.5,5.610400695631139,-141.91470315390552,-141.93355127972,-142.368133978256,0.45343082435047677,0.01884812581448614,0.43458269853599063
def2-TZVP,CO,BeNe,1,1.6,5.740243480893119,-130.24497686142118,-142.174123840043,-142.628856759277,12.38387989785582,11.929146978621816,0.4547329192340044
def2-TZVP,CO,BeNe,2,1.6,5.740243480893119,-142.3524043543175,-142.174123840043,-142.628856759277,0.2764524049594854,-0.17828051427451896,0.4547329192340044
def2-TZVP,CO,BeNe,3,1.6,5.740243480893119,-142.29303276925276,-142.174123840043,-142.628856759277,0.33582399002423813,-0.11890892920976626,0.4547329192340044
def2-TZVP,CO,BeNe,4,1.6,5.740243480893119,-142.12186850519615,-142.174123840043,-142.628856759277,0.5069882540808521,0.052255334846847745,0.4547329192340044
def2-TZVP,CO,BeNe,5,1.6,5.740243480893119,-142.15220653057153,-142.174123840043,-142.628856759277,0.47665022870546636,0.021917309471461976,0.4547329192340044
def2-TZVP,CO,BeNe,1,1.7000000000000002,5.853620607225596,-130.28223619945737,-142.34994496649,-142.820108339259,12.537872139801635,12.067708767032627,0.470163372769008
def2-TZVP,CO,BeNe,2,1.7000000000000002,5.853620607225596,-142.54859980612713,-142.34994496649,-142.820108339259,0.27150853313187895,-0.19865483963712904,0.470163372769008
def2-TZVP,CO,BeNe,3,1.7000000000000002,5.853620607225596,-142.47519418388057,-142.34994496649,-142.820108339259,0.34491415537843295,-0.12524921739057504,0.470163372769008
def2-TZVP,CO,BeNe,4,1.7000000000000002,5.853620607225596,-142.29042841967868,-142.34994496649,-142.820108339259,0.5296799195803317,0.05951654681132368,0.470163372769008
def2-TZVP,CO,BeNe,5,1.7000000000000002,5.853620607225596,-142.32409385375468,-142.34994496649,-142.820108339259,0.49601448550433247,0.025851112735324477,0.470163372769008
def2-TZVP,CO,BeNe,1,1.8,5.958594044264824,-130.2834806612544,-142.479693816535,-142.960485433746,12.677004772491586,12.196213155280589,0.48079161721099695
def2-TZVP,CO,BeNe,2,1.8,5.958594044264824,-142.69878107900732,-142.479693816535,-142.960485433746,0.2617043547386686,-0.21908726247232835,0.48079161721099695
def2-TZVP,CO,BeNe,3,1.8,5.958594044264824,-142.6132266137527,-142.479693816535,-142.960485433746,0.3472588199933,-0.13353279721769695,0.48079161721099695
def2-TZVP,CO,BeNe,4,1.8,5.958594044264824,-142.41334719536846,-142.479693816535,-142.960485433746,0.5471382383775278,0.0663466211665309,0.48079161721099695
def2-TZVP,CO,BeNe,5,1.8,5.958594044264824,-142.44871058995298,-142.479693816535,-142.960485433746,0.5117748437930061,0.030983226582009138,0.48079161721099695
def2-TZVP,CO,BeNe,1,1.9000000000000001,6.050320419289894,-130.26042528534666,-142.576141271876,-143.06366286606,12.803237580713358,12.31571598652934,0.48752159418401675
def2-TZVP,CO,BeNe,2,1.9000000000000001,6.050320419289894,-142.81608092158658,-142.576141271876,-143.06366286606,0.2475819444734384,-0.23993964971057835,0.48752159418401675
def2-TZVP,CO,BeNe,3,1.9000000000000001,6.050320419289894,-142.71985572114306,-142.576141271876,-143.06366286606,0.3438071449169513,-0.14371444926706545,0.48752159418401675
def2-TZVP,CO,BeNe,4,1.9000000000000001,6.050320419289894,-142.50297664173465,-142.576141271876,-143.06366286606,0.5606862243253659,0.07316463014134911,0.48752159418401675
def2-TZVP,CO,BeNe,5,1.9000000000000001,6.050320419289894,-142.5385091964622,-142.576141271876,-143.06366286606,0.5251536695978132,0.03763207541379643,0.48752159418401675
def2-TZVP,CO,BeNe,1,2.0,6.131395744746536,-130.2212634863462,-142.648068228432,-143.139696916262,12.918433429915808,12.426804742085807,0.49162868783000135
def2-TZVP,CO,BeNe,2,2.0,6.131395744746536,-142.90945885112137,-142.648068228432,-143.139696916262,0.2302380651406395,-0.26139062268936186,0.49162868783000135
def2-TZVP,CO,BeNe,3,2.0,6.131395744746536,-142.80367397012876,-142.648068228432,-143.139696916262,0.3360229461332551,-0.15560574169674624,0.49162868783000135
def2-TZVP,CO,BeNe,4,2.0,6.131395744746536,-142.56755834300375,-142.648068228432,-143.139696916262,0.5721385732582576,0.08050988542825621,0.49162868783000135
def2-TZVP,CO,BeNe,5,2.0,6.131395744746536,-142.60203112538954,-142.648068228432,-143.139696916262,0.5376657908724667,0.04603710304246533,0.49162868783000135
def2-TZVP,CO,BeNe,1,2.1,6.204094173420637,-130.1716052166883,-142.701642764955,-143.195964470346,13.024359253657707,12.530037548266705,0.49432170539100184
